Date,Open,High,Low,Close,Volume
2025-03-17,714.5520981665495,716.8558160007225,708.0819790039528,708.915283203125,5149563
2025-03-18,708.915283203125,708.915283203125,708.915283203125,708.915283203125,0
2025-03-19,725.0414304316936,734.5505041985215,724.551272606947,730.4331665039062,7604850
2025-03-20,733.2761159507572,737.8836115337692,729.5509283979652,734.7955932617188,6963197
2025-03-21,735.1877533491547,740.7265010195747,732.2958101375568,738.373779296875,9577327
2025-03-24,743.0792951283579,767.5381836299999,740.236355685803,765.4304809570312,12095064
2025-03-25,768.4694992151382,770.52813824643,754.05884649493,757.636962890625,15190143
2025-03-26,756.8037071028305,760.7739736513279,746.4613886162912,748.961181640625,7711852
2025-03-27,748.765095143516,760.528883157817,745.5300654063271,757.0977783203125,15648616
2025-03-28,756.9017030647627,763.2737549045355,751.9021170931981,756.3135375976562,7628185
2025-04-01,751.7060726537488,767.3421201573958,748.1769600397238,756.5096435546875,7011125
2025-04-02,757.0977881876627,761.7052838533914,749.2552627425828,760.6759643554688,5458436
2025-04-03,754.8430831745769,769.2537358201085,754.7940793566994,763.8619995117188,7956680
2025-04-04,763.7639032041603,767.4891505617313,749.9414763962274,752.34326171875,8231194
2025-04-07,715.6304557983397,738.8639496862081,715.6304557983397,732.1978149414062,14923235
2025-04-08,745.0399507907015,758.764370936846,743.2263906334504,753.4706420898438,12911288
2025-04-09,751.9021496759307,752.8334615673064,726.4139412123398,727.59033203125,11319387
2025-04-11,744.0595747998677,744.7458077183372,731.3154714106737,739.0109252929688,9360327
2025-04-15,754.8430601068783,755.5292930373557,742.1969641274441,748.4710083007812,7859090
2025-04-16,748.4710501178707,759.4996019368964,745.5301029661306,756.5586547851562,12536694
2025-04-17,756.8037006997325,785.2328552596965,752.0491936119853,781.7527465820312,27034818
2025-04-21,787.1935033394458,808.1232195009724,785.6250221604275,800.6238403320312,16398507
2025-04-22,804.986275275127,819.0537818863039,797.9769939622398,806.211669921875,25117557
2025-04-23,809.740755044151,814.6423334645151,794.1537117339047,797.4378051757812,12104382
2025-04-24,796.7515648231008,802.8785377915959,795.1830836766543,797.3887939453125,12713521
2025-04-25,798.9572755447768,802.8785382468371,771.508436630355,782.9291381835938,13131038
2025-04-28,782.9291312258807,806.6037186789465,781.7037366423766,801.260986328125,11317611
2025-04-29,803.858844621864,812.6816855994211,793.075372315961,796.5554809570312,11283059
2025-04-30,795.5261656735474,795.5261656735474,769.0576426012298,773.1259765625,25635764
2025-05-02,774.7924765987593,787.5856441366993,773.4690743593894,781.0175170898438,14720184
2025-05-05,766.606876267059,783.2722431424297,766.606876267059,774.4494018554688,23986447
2025-05-06,778.3216684290833,783.4193220780548,755.9214185982945,758.8623657226562,18869468
2025-05-07,750.2356003532819,766.9990348823832,749.5003635713141,760.822998046875,15586266
2025-05-08,763.6658883956691,771.0182557422255,748.9611537025561,753.8627319335938,14491673
2025-05-09,741.6088285228935,766.312796178702,740.6285128209466,763.9110107421875,13578216
