Date,Open,High,Low,Close,Volume
2025-03-17,2121.8312918285837,2155.656828338742,2117.412855542962,2131.8955078125,1111886
2025-03-18,2131.8955078125,2131.8955078125,2131.8955078125,2131.8955078125,0
2025-03-19,2166.9975655294597,2172.7416286827006,2153.6931147712576,2160.173583984375,1341405
2025-03-20,2163.9536812276774,2208.1380452959766,2148.783764173998,2201.755859375,1426689
2025-03-21,2204.308858765917,2214.32393347734,2185.45691112403,2205.487060546875,2152415
2025-03-24,2209.4635575040347,2224.9280841258274,2200.3812164721885,2215.3056640625,1454404
2025-03-25,2209.9547487462705,2250.4570850278583,2202.6889709722714,2230.13232421875,2229340
2025-03-26,2230.8193391946506,2238.576053510754,2197.239272084734,2205.241455078125,1416907
2025-03-27,2203.5232921909783,2219.920552767721,2160.124475668381,2203.965087890625,3752627
2025-03-28,2206.2724040098356,2254.3842632873084,2199.6938916027498,2217.90771484375,2280152
2025-04-01,2218.0551389367038,2243.240131281449,2179.7620223282347,2193.361083984375,2495962
2025-04-02,2203.0323238244255,2203.0323238244255,2150.3548394880845,2197.33740234375,1351493
2025-04-03,2185.1130403837997,2212.0654534146915,2180.3510918370066,2203.866943359375,1310088
2025-04-04,2189.580618287982,2225.959124485599,2181.7256205542135,2203.866943359375,1120226
2025-04-07,2111.0306546602815,2220.6079696442002,2111.0306546602815,2208.62890625,3435185
2025-04-08,2227.186607277835,2264.399565484465,2211.525752509045,2247.7568359375,2774874
2025-04-09,2252.3713933540657,2311.480201648499,2248.0020989340924,2307.405517578125,2989089
2025-04-11,2351.1972219367067,2351.442690608515,2301.8580189031986,2323.2626953125,3836083
2025-04-15,2356.4994442091893,2356.4994442091893,2302.692658956642,2318.697265625,3042779
2025-04-16,2308.3874922964587,2332.934360568433,2308.3874922964587,2323.704833984375,1131979
2025-04-17,2314.377173785059,2336.7637273251385,2300.6309266633484,2331.95263671875,1962402
2025-04-21,2325.177604656988,2329.3994741521456,2306.2273747455256,2308.387451171875,1478430
2025-04-22,2327.0433844016457,2362.390878848253,2312.4135450863487,2355.22314453125,2352346
2025-04-23,2366.3182440167266,2393.810738138083,2350.0190266157124,2379.8681640625,2226066
2025-04-24,2379.867979637484,2442.3150676159876,2275.1019956011355,2283.1533203125,7065430
2025-04-25,2289.633612290894,2299.4523596993467,2252.8133095091957,2289.92822265625,2859858
2025-04-28,2302.496349368105,2306.4238484715047,2273.0401060926065,2276.574951171875,1555660
2025-04-29,2285.8042666616752,2290.22270274414,2270.6834923989963,2279.618408203125,1896387
2025-04-30,2277.949398128391,2309.8603271969996,2274.0218991661004,2299.64892578125,2083807
2025-05-02,2291.794010197549,2302.496349368105,2268.130732213357,2276.574951171875,1424284
2025-05-05,2281.9750758183536,2312.2166246689503,2277.0657023405943,2306.031005859375,2074103
2025-05-06,2297.7830679976596,2346.778758141565,2297.7830679976596,2338.629150390625,1888125
2025-05-07,2326.061434813229,2343.636898100996,2312.609797801949,2327.828857421875,1610400
2025-05-08,2318.8935932451186,2328.9086679425363,2298.5688334765755,2312.216796875,2323073
2025-05-09,2287.768137663965,2300.2378988832365,2260.57025538677,2290.615478515625,1805685
2025-05-12,2317.2244679630116,2343.7350868761478,2303.5765044828277,2339.316650390625,1274873
2025-05-13,2332.541706924671,2354.5356050135724,2310.1549151140503,2317.224365234375,1929665
2025-05-14,2327.0430410418,2327.0430410418,2296.1139879646616,2307.896484375,1568111
2025-05-15,2308.976625401022,2326.9447405218516,2297.586783068839,2312.51123046875,3236681
